# This is an example gene expression data file which can be used to calculate 
# correlation between amino acids and gene expression level. 
# Any line in this file start with "#" will be ignored.
# First column contain name of Gene/ORF and second column contain expression
# level of gene. Both column are tab delimited.
YOL077C	4.3	
YOL093W	0.6	
YOL124C	3.1	
YOL146W	1.2	
YOR007C	11.6
YOR042W	1	
YOR056C	1.9	
YOR080W	0.6	
YOR093C	0.6	
YOR112W	0.6	
YOR138C	0.6	
YOR161C	1.1	
YOR175C	2.5	
YOR206W	2.7	
YOR226C	1.3	
YOR243C	1.9	
YOR253W	4	
YOR271C	4	
YOR283W	2.9	
YOR294W	1.8	
YOR306C	1.9	
YOR338W	0.8	
YOR359W	1.6	
YML027W	0.8	
YPL009C	1	
YPL030W	1.3	
YPL052W	0.6	
YPL066W	0.8	
YPL098C	2.2	
YPL125W	0.7	
YPL146C	1	
YPL176C	1.8	
YPL202C	0.6	
YPL221W	1.1	
YPL244C	1.8	
YPL260W	1	
YPR004C	2	
YPR023C	1.9	
YPR067W	1	
YPR098C	2.8	
YPR114W	1.2	
YPR131C	1	
YPR143W	2.4	
YPR169W	1.2	
YDR144C	3.1	
YGL210W	1.1	
YDR002W	17.1
YLR277C	0.6	
YIR026C	2	
YBR046C	0.8	
